image_filename,description,label,prob
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second57_frame1666.jpg,chess player in black jacket sitting at a chess board with a clock in the background,6,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second5_frame158.jpg,a close up of a person playing a game of chess,7,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second6_frame195.jpg,a close up of two images of a man playing chess,7,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second3_frame93.jpg,a close up of a person playing a game of chess,7,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second9_frame289.jpg,a close up of a man sitting at a chess table with a flag,7,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second4_frame129.jpg,a close up of a person playing a game of chess,7,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second4_frame137.jpg,a close up of a person playing a game of chess,7,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second2_frame64.jpg,a close up of a person playing a game of chess,7,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second8_frame260.jpg,a close up of a person playing a game of chess,7,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second8_frame253.jpg,a close up of a person playing a game of chess,7,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second8_frame245.jpg,a close up of a person playing a game of chess,7,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second8_frame238.jpg,a close up of a person playing a game of chess,7,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second7_frame231.jpg,a close up of a person playing a game of chess,7,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second7_frame216.jpg,a close up of a person playing a game of chess,7,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second7_frame209.jpg,a close up of two images of a person playing chess,7,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second69_frame2014.jpg,arafed man in a suit sitting at a table with a laptop,7,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second9_frame267.jpg,there is a man that is playing chess with a woman,7,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second4_frame122.jpg,a close up of a person playing a game of chess,7,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second6_frame180.jpg,a close up of two images of a man playing chess,7,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second5_frame173.jpg,a close up of two images of a man playing chess,7,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second5_frame166.jpg,a close up of a person playing a game of chess,7,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second201_frame5835.jpg,there is a man that is standing in the dark with a cell phone,8,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second181_frame5255.jpg,a close up of a person on a computer screen with a chess board,8,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second181_frame5270.jpg,a close up of a person on a computer screen with a chess board,8,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second197_frame5741.jpg,a close up of a man in a black shirt staring at the camera,8,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second197_frame5734.jpg,a close up of a man in a dark room with a cell phone,8,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second197_frame5726.jpg,a close up of a man in a black shirt with a cell phone in his hand,8,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second197_frame5719.jpg,a close up of a man with his eyes closed in the dark,8,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second196_frame5712.jpg,a close up of a man in a dark room with a cell phone,8,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second196_frame5705.jpg,a close up of a man with a cell phone in his hand,8,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second196_frame5697.jpg,a close up of a man with a cell phone in his hand,8,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second196_frame5690.jpg,a close up of a man with a cell phone in his hand,8,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second195_frame5683.jpg,a close up of a man with a cell phone in his hand,8,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second195_frame5676.jpg,a close up of a man with a tie on in the dark,8,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second195_frame5668.jpg,a close up of a man with a tie and a tie around his neck,8,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second195_frame5661.jpg,a close up of a man with a tie and a shirt,8,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second194_frame5654.jpg,a close up of a man in a suit and tie looking at his cell phone,8,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second194_frame5647.jpg,a close up of a man in a suit and tie looking at the camera,8,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second194_frame5639.jpg,a close up of a man in a suit and tie looking at a cell phone,8,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second193_frame5625.jpg,a close up of a man in a suit and tie looking down,8,1.0
/media/jahaziel/Datos/proyectos/Smarketing/dataset/YouTubeVideos/Why_Is_Everyone_Supporting_Ding_Liren?/frames/second193_frame5618.jpg,a close up of a man in a suit and tie holding his hand to his face,8,1.0
